Link,TotalHit,D1,D2,D3,D4,D5,D6,D7,TXUtilization,MaxUtil,Bandwidth(Kbps)
0.346165578671222,0.0,0.190799999237061,0.19209999084472698,0.17309999465942402,0.183600006103516,0.17309999465942402,0.18129999160766602,0.174400005340576,0.0,0.19209999084472698,0.06326640289807833
0.9822463547068513,0.0,0.36548954010009804,0.407553901672363,0.34138298034667997,0.372566299438477,0.37780193328857403,0.408439903259277,0.40269939422607404,0.028451016536717468,0.408439903259277,0.16851940006611096
0.08870721737538893,0.0,0.0835046863555908,0.0906913471221924,0.07275419712066651,0.0893680953979492,0.101624374389648,0.0910744762420654,0.0800187587738037,0.17926019619013037,0.101624374389648,0.0490279940297573
0.6820206210725398,0.0,0.362859840393066,0.332050399780273,0.292026424407959,0.32409049987793,0.38132804870605497,0.44527832031250003,0.32474601745605497,0.0338506253778031,0.44527832031250003,0.0490279940297573
0.784210847416265,0.0,0.327849349975586,0.359807434082031,0.408223457336426,0.350225563049316,0.32163536071777304,0.36447742462158206,0.32062755584716796,0.020074295506723263,0.408223457336426,0.057693316992817115
0.3045573790494784,0.0,0.177199993133545,0.27069999694824204,0.161599998474121,0.16860000610351603,0.17350000381469702,0.196700000762939,0.149499998092651,0.011867934057561468,0.27069999694824204,0.05664210985406176
0.06918430846196083,0.0,0.6014769363403321,0.6884660339355471,0.706972198486328,0.6523968505859381,0.699892196655273,0.6718498229980471,0.688097686767578,0.038446600114966686,0.706972198486328,0.08425954657215931
0.9973156000244037,0.0,0.130288991928101,0.379330024719238,0.172198963165283,0.14675117492675802,0.17294824600219702,0.185711059570313,0.182380752563477,0.008879064880496302,0.379330024719238,0.048617332671609954
0.5092428771887011,0.0,0.345949096679688,0.325698165893555,0.313698902130127,0.442035942077637,0.482422065734863,0.400947036743164,0.451189918518066,0.04212497356028783,0.482422065734863,0.048617332671609954
0.7959245927643219,0.0,0.618963279724121,0.671745147705078,0.606050567626953,0.6761113739013671,0.613555068969727,0.661697998046875,0.619777183532715,0.03591343057650743,0.6761113739013671,0.057693316992817115
0.1434323714233421,0.0,0.298099994659424,0.226599998474121,0.236900005340576,0.222000007629395,0.225200004577637,0.208400001525879,0.28750000000000003,0.022490064031269442,0.298099994659424,0.11328421970812352
0.885974010127509,0.0,0.220994625091553,0.215227470397949,0.256148777008057,0.23930658340454103,0.218161239624023,0.244702758789063,0.174104518890381,0.012305273628212732,0.256148777008057,0.12175833039455718
0.8387529741931548,0.0,0.398467712402344,0.5117731475830081,0.486396903991699,0.481661987304688,0.473825454711914,0.446489601135254,0.44342620849609404,0.05056808482080762,0.5117731475830081,0.0474765043694921
0.3072417790250747,0.1111111111111111,0.33369998931884803,0.768399963378906,0.9711000061035161,0.358199996948242,0.37259998321533205,0.37099998474121104,0.749499969482422,0.10245109144292626,0.9711000061035161,0.03355115572935514
0.028369227014825207,0.0,0.00317892163991928,0.00175789386034012,0.0017656536400318102,0.0019046488404274,0.0021030545234680203,0.00189905151724815,0.0032750216126442,0.0005951467529716749,0.0032750216126442,0.0033368537262914427
0.21603318894515283,0.0,0.654199981689453,0.6486000061035161,0.670500030517578,0.623400001525879,0.6174000167846679,0.5925,0.6068000030517581,0.035243175456366634,0.670500030517578,0.09311608181184529
0.6172289671161003,0.0,0.00980000019073486,0.00920000016689301,0.0132000005245209,0.007233486771583539,0.00589573875069618,0.005841361433267606,0.010006556510925316,0.00163921746308682,0.0132000005245209,0.09713583652608729
0.28411933378073334,0.0,0.187299995422363,0.231599998474121,0.19120000839233398,0.187700004577637,0.204300003051758,0.204799995422363,0.307299995422363,0.012949818114713851,0.307299995422363,0.042874519015186185
